fy,month,period,bu,account_code,account_name,account_type,group,sub_group,budget,actual,variance,variance_pct
FY25-26,2025-10,Oct-2025,Digital Engineering,6004,Repairs & Maintenance - Equipment,Expense,Expenses,Other expenses,64760,65855,1095,1.7
FY25-26,2025-11,Nov-2025,Digital Engineering,6004,Repairs & Maintenance - Equipment,Expense,Expenses,Other expenses,64760,64476,-284,-0.4
FY25-26,2025-12,Dec-2025,Digital Engineering,6004,Repairs & Maintenance - Equipment,Expense,Expenses,Other expenses,64760,64334,-426,-0.7
FY25-26,2026-01,Jan-2026,Digital Engineering,6004,Repairs & Maintenance - Equipment,Expense,Expenses,Other expenses,64760,63108,-1652,-2.6
FY25-26,2026-02,Feb-2026,Digital Engineering,6004,Repairs & Maintenance - Equipment,Expense,Expenses,Other expenses,64760,63770,-990,-1.5
FY25-26,2026-03,Mar-2026,Digital Engineering,6004,Repairs & Maintenance - Equipment,Expense,Expenses,Other expenses,64760,65662,902,1.4
FY24-25,2024-04,Apr-2024,Digital Engineering,6005,Housekeeping & Security,Expense,Expenses,Other expenses,16600,16108,-492,-3.0
FY24-25,2024-05,May-2024,Digital Engineering,6005,Housekeeping & Security,Expense,Expenses,Other expenses,16600,16603,3,0.0
FY24-25,2024-06,Jun-2024,Digital Engineering,6005,Housekeeping & Security,Expense,Expenses,Other expenses,16600,16187,-413,-2.5
FY24-25,2024-07,Jul-2024,Digital Engineering,6005,Housekeeping & Security,Expense,Expenses,Other expenses,16600,17086,486,2.9
FY24-25,2024-08,Aug-2024,Digital Engineering,6005,Housekeeping & Security,Expense,Expenses,Other expenses,16600,17641,1041,6.3
FY24-25,2024-09,Sep-2024,Digital Engineering,6005,Housekeeping & Security,Expense,Expenses,Other expenses,16600,17188,588,3.5
FY24-25,2024-10,Oct-2024,Digital Engineering,6005,Housekeeping & Security,Expense,Expenses,Other expenses,16600,17862,1262,7.6
FY24-25,2024-11,Nov-2024,Digital Engineering,6005,Housekeeping & Security,Expense,Expenses,Other expenses,16600,16675,75,0.5
FY24-25,2024-12,Dec-2024,Digital Engineering,6005,Housekeeping & Security,Expense,Expenses,Other expenses,16600,15482,-1118,-6.7
FY24-25,2025-01,Jan-2025,Digital Engineering,6005,Housekeeping & Security,Expense,Expenses,Other expenses,16600,16440,-160,-1.0
FY24-25,2025-02,Feb-2025,Digital Engineering,6005,Housekeeping & Security,Expense,Expenses,Other expenses,16600,17716,1116,6.7
FY24-25,2025-03,Mar-2025,Digital Engineering,6005,Housekeeping & Security,Expense,Expenses,Other expenses,16600,17475,875,5.3
FY25-26,2025-04,Apr-2025,Digital Engineering,6005,Housekeeping & Security,Expense,Expenses,Other expenses,17596,17901,305,1.7
FY25-26,2025-05,May-2025,Digital Engineering,6005,Housekeeping & Security,Expense,Expenses,Other expenses,17596,16855,-741,-4.2
FY25-26,2025-06,Jun-2025,Digital Engineering,6005,Housekeeping & Security,Expense,Expenses,Other expenses,17596,17671,75,0.4
FY25-26,2025-07,Jul-2025,Digital Engineering,6005,Housekeeping & Security,Expense,Expenses,Other expenses,17596,18000,404,2.3
FY25-26,2025-08,Aug-2025,Digital Engineering,6005,Housekeeping & Security,Expense,Expenses,Other expenses,17596,16481,-1115,-6.3
FY25-26,2025-09,Sep-2025,Digital Engineering,6005,Housekeeping & Security,Expense,Expenses,Other expenses,17596,17340,-256,-1.5
FY25-26,2025-10,Oct-2025,Digital Engineering,6005,Housekeeping & Security,Expense,Expenses,Other expenses,17596,17499,-97,-0.6
FY25-26,2025-11,Nov-2025,Digital Engineering,6005,Housekeeping & Security,Expense,Expenses,Other expenses,17596,17555,-41,-0.2
FY25-26,2025-12,Dec-2025,Digital Engineering,6005,Housekeeping & Security,Expense,Expenses,Other expenses,17596,17617,21,0.1
FY25-26,2026-01,Jan-2026,Digital Engineering,6005,Housekeeping & Security,Expense,Expenses,Other expenses,17596,18317,721,4.1
FY25-26,2026-02,Feb-2026,Digital Engineering,6005,Housekeeping & Security,Expense,Expenses,Other expenses,17596,17392,-204,-1.2
FY25-26,2026-03,Mar-2026,Digital Engineering,6005,Housekeeping & Security,Expense,Expenses,Other expenses,17596,18170,574,3.3
FY24-25,2024-04,Apr-2024,Digital Engineering,6006,Office Supplies & Stationery,Expense,Expenses,Other expenses,61640,62365,725,1.2
FY24-25,2024-05,May-2024,Digital Engineering,6006,Office Supplies & Stationery,Expense,Expenses,Other expenses,61640,61243,-397,-0.6
FY24-25,2024-06,Jun-2024,Digital Engineering,6006,Office Supplies & Stationery,Expense,Expenses,Other expenses,61640,64249,2609,4.2
FY24-25,2024-07,Jul-2024,Digital Engineering,6006,Office Supplies & Stationery,Expense,Expenses,Other expenses,61640,63165,1525,2.5
FY24-25,2024-08,Aug-2024,Digital Engineering,6006,Office Supplies & Stationery,Expense,Expenses,Other expenses,61640,58835,-2805,-4.6
FY24-25,2024-09,Sep-2024,Digital Engineering,6006,Office Supplies & Stationery,Expense,Expenses,Other expenses,61640,63509,1869,3.0
FY24-25,2024-10,Oct-2024,Digital Engineering,6006,Office Supplies & Stationery,Expense,Expenses,Other expenses,61640,59111,-2529,-4.1
FY24-25,2024-11,Nov-2024,Digital Engineering,6006,Office Supplies & Stationery,Expense,Expenses,Other expenses,61640,60187,-1453,-2.4
FY24-25,2024-12,Dec-2024,Digital Engineering,6006,Office Supplies & Stationery,Expense,Expenses,Other expenses,61640,62380,740,1.2
FY24-25,2025-01,Jan-2025,Digital Engineering,6006,Office Supplies & Stationery,Expense,Expenses,Other expenses,61640,59459,-2181,-3.5
FY24-25,2025-02,Feb-2025,Digital Engineering,6006,Office Supplies & Stationery,Expense,Expenses,Other expenses,61640,60621,-1019,-1.7
FY24-25,2025-03,Mar-2025,Digital Engineering,6006,Office Supplies & Stationery,Expense,Expenses,Other expenses,61640,62598,958,1.6
FY25-26,2025-04,Apr-2025,Digital Engineering,6006,Office Supplies & Stationery,Expense,Expenses,Other expenses,65339,66074,735,1.1
FY25-26,2025-05,May-2025,Digital Engineering,6006,Office Supplies & Stationery,Expense,Expenses,Other expenses,65339,62204,-3135,-4.8
FY25-26,2025-06,Jun-2025,Digital Engineering,6006,Office Supplies & Stationery,Expense,Expenses,Other expenses,65339,64316,-1023,-1.6
FY25-26,2025-07,Jul-2025,Digital Engineering,6006,Office Supplies & Stationery,Expense,Expenses,Other expenses,65339,67018,1679,2.6
FY25-26,2025-08,Aug-2025,Digital Engineering,6006,Office Supplies & Stationery,Expense,Expenses,Other expenses,65339,63458,-1881,-2.9
FY25-26,2025-09,Sep-2025,Digital Engineering,6006,Office Supplies & Stationery,Expense,Expenses,Other expenses,65339,62611,-2728,-4.2
FY25-26,2025-10,Oct-2025,Digital Engineering,6006,Office Supplies & Stationery,Expense,Expenses,Other expenses,65339,66752,1413,2.2
FY25-26,2025-11,Nov-2025,Digital Engineering,6006,Office Supplies & Stationery,Expense,Expenses,Other expenses,65339,64055,-1284,-2.0
FY25-26,2025-12,Dec-2025,Digital Engineering,6006,Office Supplies & Stationery,Expense,Expenses,Other expenses,65339,63917,-1422,-2.2
FY25-26,2026-01,Jan-2026,Digital Engineering,6006,Office Supplies & Stationery,Expense,Expenses,Other expenses,65339,66849,1510,2.3
FY25-26,2026-02,Feb-2026,Digital Engineering,6006,Office Supplies & Stationery,Expense,Expenses,Other expenses,65339,65233,-106,-0.2
FY25-26,2026-03,Mar-2026,Digital Engineering,6006,Office Supplies & Stationery,Expense,Expenses,Other expenses,65339,62456,-2883,-4.4
FY24-25,2024-04,Apr-2024,Digital Engineering,6007,Printing,Expense,Expenses,Other expenses,34928,35117,189,0.5
FY24-25,2024-05,May-2024,Digital Engineering,6007,Printing,Expense,Expenses,Other expenses,34928,35375,447,1.3
FY24-25,2024-06,Jun-2024,Digital Engineering,6007,Printing,Expense,Expenses,Other expenses,34928,35237,309,0.9
FY24-25,2024-07,Jul-2024,Digital Engineering,6007,Printing,Expense,Expenses,Other expenses,34928,35497,569,1.6
FY24-25,2024-08,Aug-2024,Digital Engineering,6007,Printing,Expense,Expenses,Other expenses,34928,37221,2293,6.6
FY24-25,2024-09,Sep-2024,Digital Engineering,6007,Printing,Expense,Expenses,Other expenses,34928,35867,939,2.7
FY24-25,2024-10,Oct-2024,Digital Engineering,6007,Printing,Expense,Expenses,Other expenses,34928,35153,225,0.6
FY24-25,2024-11,Nov-2024,Digital Engineering,6007,Printing,Expense,Expenses,Other expenses,34928,34933,5,0.0
FY24-25,2024-12,Dec-2024,Digital Engineering,6007,Printing,Expense,Expenses,Other expenses,34928,35851,923,2.6
FY24-25,2025-01,Jan-2025,Digital Engineering,6007,Printing,Expense,Expenses,Other expenses,34928,35694,766,2.2
FY24-25,2025-02,Feb-2025,Digital Engineering,6007,Printing,Expense,Expenses,Other expenses,34928,34590,-338,-1.0
FY24-25,2025-03,Mar-2025,Digital Engineering,6007,Printing,Expense,Expenses,Other expenses,34928,34700,-228,-0.7
FY25-26,2025-04,Apr-2025,Digital Engineering,6007,Printing,Expense,Expenses,Other expenses,37024,35409,-1615,-4.4
FY25-26,2025-05,May-2025,Digital Engineering,6007,Printing,Expense,Expenses,Other expenses,37024,36177,-847,-2.3
FY25-26,2025-06,Jun-2025,Digital Engineering,6007,Printing,Expense,Expenses,Other expenses,37024,36913,-111,-0.3
FY25-26,2025-07,Jul-2025,Digital Engineering,6007,Printing,Expense,Expenses,Other expenses,37024,37876,852,2.3
FY25-26,2025-08,Aug-2025,Digital Engineering,6007,Printing,Expense,Expenses,Other expenses,37024,36581,-443,-1.2
FY25-26,2025-09,Sep-2025,Digital Engineering,6007,Printing,Expense,Expenses,Other expenses,37024,36856,-168,-0.5
FY25-26,2025-10,Oct-2025,Digital Engineering,6007,Printing,Expense,Expenses,Other expenses,37024,35573,-1451,-3.9
FY25-26,2025-11,Nov-2025,Digital Engineering,6007,Printing,Expense,Expenses,Other expenses,37024,35902,-1122,-3.0
FY25-26,2025-12,Dec-2025,Digital Engineering,6007,Printing,Expense,Expenses,Other expenses,37024,35702,-1322,-3.6
FY25-26,2026-01,Jan-2026,Digital Engineering,6007,Printing,Expense,Expenses,Other expenses,37024,36300,-724,-2.0
FY25-26,2026-02,Feb-2026,Digital Engineering,6007,Printing,Expense,Expenses,Other expenses,37024,35682,-1342,-3.6
FY25-26,2026-03,Mar-2026,Digital Engineering,6007,Printing,Expense,Expenses,Other expenses,37024,37393,369,1.0
FY24-25,2024-04,Apr-2024,Digital Engineering,6008,Postage & Courier,Expense,Expenses,Other expenses,23244,23461,217,0.9
FY24-25,2024-05,May-2024,Digital Engineering,6008,Postage & Courier,Expense,Expenses,Other expenses,23244,23651,407,1.8
FY24-25,2024-06,Jun-2024,Digital Engineering,6008,Postage & Courier,Expense,Expenses,Other expenses,23244,22513,-731,-3.1
FY24-25,2024-07,Jul-2024,Digital Engineering,6008,Postage & Courier,Expense,Expenses,Other expenses,23244,23195,-49,-0.2
FY24-25,2024-08,Aug-2024,Digital Engineering,6008,Postage & Courier,Expense,Expenses,Other expenses,23244,23506,262,1.1
FY24-25,2024-09,Sep-2024,Digital Engineering,6008,Postage & Courier,Expense,Expenses,Other expenses,23244,22214,-1030,-4.4
FY24-25,2024-10,Oct-2024,Digital Engineering,6008,Postage & Courier,Expense,Expenses,Other expenses,23244,23711,467,2.0
FY24-25,2024-11,Nov-2024,Digital Engineering,6008,Postage & Courier,Expense,Expenses,Other expenses,23244,23263,19,0.1
FY24-25,2024-12,Dec-2024,Digital Engineering,6008,Postage & Courier,Expense,Expenses,Other expenses,23244,24607,1363,5.9
FY24-25,2025-01,Jan-2025,Digital Engineering,6008,Postage & Courier,Expense,Expenses,Other expenses,23244,22528,-716,-3.1
FY24-25,2025-02,Feb-2025,Digital Engineering,6008,Postage & Courier,Expense,Expenses,Other expenses,23244,22897,-347,-1.5
FY24-25,2025-03,Mar-2025,Digital Engineering,6008,Postage & Courier,Expense,Expenses,Other expenses,23244,24347,1103,4.7
FY25-26,2025-04,Apr-2025,Digital Engineering,6008,Postage & Courier,Expense,Expenses,Other expenses,24639,24530,-109,-0.4
FY25-26,2025-05,May-2025,Digital Engineering,6008,Postage & Courier,Expense,Expenses,Other expenses,24639,25678,1039,4.2
FY25-26,2025-06,Jun-2025,Digital Engineering,6008,Postage & Courier,Expense,Expenses,Other expenses,24639,24746,107,0.4
FY25-26,2025-07,Jul-2025,Digital Engineering,6008,Postage & Courier,Expense,Expenses,Other expenses,24639,25726,1087,4.4
FY25-26,2025-08,Aug-2025,Digital Engineering,6008,Postage & Courier,Expense,Expenses,Other expenses,24639,25282,643,2.6
FY25-26,2025-09,Sep-2025,Digital Engineering,6008,Postage & Courier,Expense,Expenses,Other expenses,24639,24516,-123,-0.5
FY25-26,2025-10,Oct-2025,Digital Engineering,6008,Postage & Courier,Expense,Expenses,Other expenses,24639,24920,281,1.1
FY25-26,2025-11,Nov-2025,Digital Engineering,6008,Postage & Courier,Expense,Expenses,Other expenses,24639,24152,-487,-2.0
FY25-26,2025-12,Dec-2025,Digital Engineering,6008,Postage & Courier,Expense,Expenses,Other expenses,24639,24350,-289,-1.2
FY25-26,2026-01,Jan-2026,Digital Engineering,6008,Postage & Courier,Expense,Expenses,Other expenses,24639,24214,-425,-1.7
FY25-26,2026-02,Feb-2026,Digital Engineering,6008,Postage & Courier,Expense,Expenses,Other expenses,24639,23941,-698,-2.8
FY25-26,2026-03,Mar-2026,Digital Engineering,6008,Postage & Courier,Expense,Expenses,Other expenses,24639,23137,-1502,-6.1
FY24-25,2024-04,Apr-2024,Digital Engineering,6009,Telephone & Internet,Expense,Expenses,Other expenses,26485,28252,1767,6.7
FY24-25,2024-05,May-2024,Digital Engineering,6009,Telephone & Internet,Expense,Expenses,Other expenses,26485,26112,-373,-1.4
FY24-25,2024-06,Jun-2024,Digital Engineering,6009,Telephone & Internet,Expense,Expenses,Other expenses,26485,27437,952,3.6
FY24-25,2024-07,Jul-2024,Digital Engineering,6009,Telephone & Internet,Expense,Expenses,Other expenses,26485,26289,-196,-0.7
FY24-25,2024-08,Aug-2024,Digital Engineering,6009,Telephone & Internet,Expense,Expenses,Other expenses,26485,26006,-479,-1.8
FY24-25,2024-09,Sep-2024,Digital Engineering,6009,Telephone & Internet,Expense,Expenses,Other expenses,26485,27207,722,2.7
FY24-25,2024-10,Oct-2024,Digital Engineering,6009,Telephone & Internet,Expense,Expenses,Other expenses,26485,26115,-370,-1.4
FY24-25,2024-11,Nov-2024,Digital Engineering,6009,Telephone & Internet,Expense,Expenses,Other expenses,26485,26629,144,0.5
FY24-25,2024-12,Dec-2024,Digital Engineering,6009,Telephone & Internet,Expense,Expenses,Other expenses,26485,27011,526,2.0
FY24-25,2025-01,Jan-2025,Digital Engineering,6009,Telephone & Internet,Expense,Expenses,Other expenses,26485,27015,530,2.0
FY24-25,2025-02,Feb-2025,Digital Engineering,6009,Telephone & Internet,Expense,Expenses,Other expenses,26485,27453,968,3.7
FY24-25,2025-03,Mar-2025,Digital Engineering,6009,Telephone & Internet,Expense,Expenses,Other expenses,26485,25713,-772,-2.9
FY25-26,2025-04,Apr-2025,Digital Engineering,6009,Telephone & Internet,Expense,Expenses,Other expenses,28074,27989,-85,-0.3
FY25-26,2025-05,May-2025,Digital Engineering,6009,Telephone & Internet,Expense,Expenses,Other expenses,28074,27267,-807,-2.9
FY25-26,2025-06,Jun-2025,Digital Engineering,6009,Telephone & Internet,Expense,Expenses,Other expenses,28074,27393,-681,-2.4
FY25-26,2025-07,Jul-2025,Digital Engineering,6009,Telephone & Internet,Expense,Expenses,Other expenses,28074,27073,-1001,-3.6
FY25-26,2025-08,Aug-2025,Digital Engineering,6009,Telephone & Internet,Expense,Expenses,Other expenses,28074,27455,-619,-2.2
FY25-26,2025-09,Sep-2025,Digital Engineering,6009,Telephone & Internet,Expense,Expenses,Other expenses,28074,27278,-796,-2.8
FY25-26,2025-10,Oct-2025,Digital Engineering,6009,Telephone & Internet,Expense,Expenses,Other expenses,28074,28184,110,0.4
FY25-26,2025-11,Nov-2025,Digital Engineering,6009,Telephone & Internet,Expense,Expenses,Other expenses,28074,28703,629,2.2
FY25-26,2025-12,Dec-2025,Digital Engineering,6009,Telephone & Internet,Expense,Expenses,Other expenses,28074,27952,-122,-0.4
FY25-26,2026-01,Jan-2026,Digital Engineering,6009,Telephone & Internet,Expense,Expenses,Other expenses,28074,27678,-396,-1.4
FY25-26,2026-02,Feb-2026,Digital Engineering,6009,Telephone & Internet,Expense,Expenses,Other expenses,28074,26678,-1396,-5.0
FY25-26,2026-03,Mar-2026,Digital Engineering,6009,Telephone & Internet,Expense,Expenses,Other expenses,28074,28737,663,2.4
FY24-25,2024-04,Apr-2024,Digital Engineering,6010,Insurance - General,Expense,Expenses,Other expenses,53707,54177,470,0.9
FY24-25,2024-05,May-2024,Digital Engineering,6010,Insurance - General,Expense,Expenses,Other expenses,53707,51194,-2513,-4.7
FY24-25,2024-06,Jun-2024,Digital Engineering,6010,Insurance - General,Expense,Expenses,Other expenses,53707,55114,1407,2.6
FY24-25,2024-07,Jul-2024,Digital Engineering,6010,Insurance - General,Expense,Expenses,Other expenses,53707,56922,3215,6.0
FY24-25,2024-08,Aug-2024,Digital Engineering,6010,Insurance - General,Expense,Expenses,Other expenses,53707,54011,304,0.6
FY24-25,2024-09,Sep-2024,Digital Engineering,6010,Insurance - General,Expense,Expenses,Other expenses,53707,56482,2775,5.2
FY24-25,2024-10,Oct-2024,Digital Engineering,6010,Insurance - General,Expense,Expenses,Other expenses,53707,52797,-910,-1.7
FY24-25,2024-11,Nov-2024,Digital Engineering,6010,Insurance - General,Expense,Expenses,Other expenses,53707,53913,206,0.4
FY24-25,2024-12,Dec-2024,Digital Engineering,6010,Insurance - General,Expense,Expenses,Other expenses,53707,53013,-694,-1.3
FY24-25,2025-01,Jan-2025,Digital Engineering,6010,Insurance - General,Expense,Expenses,Other expenses,53707,56724,3017,5.6
FY24-25,2025-02,Feb-2025,Digital Engineering,6010,Insurance - General,Expense,Expenses,Other expenses,53707,54532,825,1.5
FY24-25,2025-03,Mar-2025,Digital Engineering,6010,Insurance - General,Expense,Expenses,Other expenses,53707,52804,-903,-1.7
FY25-26,2025-04,Apr-2025,Digital Engineering,6010,Insurance - General,Expense,Expenses,Other expenses,56929,59991,3062,5.4
FY25-26,2025-05,May-2025,Digital Engineering,6010,Insurance - General,Expense,Expenses,Other expenses,56929,56662,-267,-0.5
FY25-26,2025-06,Jun-2025,Digital Engineering,6010,Insurance - General,Expense,Expenses,Other expenses,56929,57661,732,1.3
FY25-26,2025-07,Jul-2025,Digital Engineering,6010,Insurance - General,Expense,Expenses,Other expenses,56929,60088,3159,5.5
FY25-26,2025-08,Aug-2025,Digital Engineering,6010,Insurance - General,Expense,Expenses,Other expenses,56929,58655,1726,3.0
FY25-26,2025-09,Sep-2025,Digital Engineering,6010,Insurance - General,Expense,Expenses,Other expenses,56929,56108,-821,-1.4
FY25-26,2025-10,Oct-2025,Digital Engineering,6010,Insurance - General,Expense,Expenses,Other expenses,56929,55954,-975,-1.7
FY25-26,2025-11,Nov-2025,Digital Engineering,6010,Insurance - General,Expense,Expenses,Other expenses,56929,56108,-821,-1.4
FY25-26,2025-12,Dec-2025,Digital Engineering,6010,Insurance - General,Expense,Expenses,Other expenses,56929,57343,414,0.7
FY25-26,2026-01,Jan-2026,Digital Engineering,6010,Insurance - General,Expense,Expenses,Other expenses,56929,57208,279,0.5
FY25-26,2026-02,Feb-2026,Digital Engineering,6010,Insurance - General,Expense,Expenses,Other expenses,56929,55230,-1699,-3.0
